step,loss,learning_rate
1,0.11236307770013809,0.002
2,0.1094452291727066,0.002
3,0.10692131519317627,0.002
4,0.11720918864011765,0.002
5,0.20928415656089783,0.002
6,0.14074377715587616,0.002
7,0.10295601934194565,0.002
8,0.08864298462867737,0.002
9,0.08005776256322861,0.002
10,0.08306002616882324,0.002
11,0.0895717591047287,0.002
12,0.07959108054637909,0.002
13,0.09166480600833893,0.002
14,0.08606964349746704,0.002
15,0.06818300485610962,0.002
16,0.05554430931806564,0.002
17,0.2734692394733429,0.002
18,0.10471184551715851,0.002
19,0.08975649625062943,0.002
20,0.07084466516971588,0.002
21,0.05817010626196861,0.002
22,0.07334211468696594,0.002
23,0.0658356323838234,0.002
24,0.09518711268901825,0.002
25,0.07068265974521637,0.002
26,0.08109620213508606,0.002
27,0.061239246279001236,0.002
28,0.06247894465923309,0.002
29,0.058117758482694626,0.002
30,0.0957958921790123,0.002
31,0.0781085342168808,0.002
32,0.08223114907741547,0.002
33,0.07271582633256912,0.002
34,0.06970594823360443,0.002
35,0.08354452252388,0.002
36,0.08013547211885452,0.002
37,0.07337190210819244,0.002
38,0.06516804546117783,0.002
39,0.07088396698236465,0.002
40,0.06384837627410889,0.002
41,0.061570703983306885,0.002
42,0.051965583115816116,0.002
43,0.07548148185014725,0.002
44,0.0747537687420845,0.002
45,0.10023476928472519,0.002
46,0.0763205736875534,0.002
47,0.06264320760965347,0.002
48,0.07014746963977814,0.002
49,0.06989379972219467,0.002
50,0.09072010219097137,0.002
51,0.08024542033672333,0.002
52,0.06391322612762451,0.002
53,0.09180648624897003,0.002
54,0.06156401336193085,0.002
55,0.09328006953001022,0.002
56,0.062155842781066895,0.002
57,0.050875209271907806,0.002
58,0.11552301049232483,0.002
59,0.14315791428089142,0.002
60,0.06033037602901459,0.002
61,0.08393552154302597,0.002
62,0.07460673153400421,0.002
63,0.07130860537290573,0.002
64,0.09876450896263123,0.002
65,0.06473914533853531,0.002
66,0.08020806312561035,0.002
67,0.09459931403398514,0.002
68,0.07645402103662491,0.002
69,0.06886522471904755,0.002
70,0.09062451124191284,0.002
71,0.062452659010887146,0.002
72,0.08226225525140762,0.002
73,0.06654085218906403,0.002
74,0.1100851520895958,0.002
75,0.0868421196937561,0.002
76,0.08425024896860123,0.002
77,0.07351544499397278,0.002
78,0.08152990788221359,0.002
79,0.08712227642536163,0.002
80,0.06836418807506561,0.002
81,0.07474745064973831,0.002
82,0.08105578273534775,0.002
83,0.09123566746711731,0.002
84,0.08550009876489639,0.002
85,0.06768421083688736,0.002
86,0.0774213969707489,0.002
87,0.07225485146045685,0.002
88,0.0759030282497406,0.002
89,0.07935972511768341,0.002
90,0.08059153705835342,0.002
91,0.10670416057109833,0.002
92,0.07405971735715866,0.002
93,0.07903139293193817,0.002
94,0.07495574653148651,0.002
95,0.07673370093107224,0.002
96,0.09641700983047485,0.002
97,0.09934408962726593,0.002
98,0.0712859183549881,0.002
99,0.06778335571289062,0.002
100,0.096830353140831,0.002
101,0.07020765542984009,0.002
102,0.0665661096572876,0.002
103,0.06864537298679352,0.002
104,0.08264251053333282,0.002
105,0.07283343374729156,0.002
106,0.06686848402023315,0.002
107,0.0804956778883934,0.002
108,0.10163354128599167,0.002
109,0.06828819215297699,0.002
110,0.07599630951881409,0.002
111,0.10058912634849548,0.002
112,0.08128438144922256,0.002
113,0.0745924562215805,0.002
114,0.07123620808124542,0.002
115,0.07158197462558746,0.002
116,0.07959932833909988,0.002
117,0.07308244705200195,0.002
118,0.07028356194496155,0.002
119,0.07031319290399551,0.002
120,0.08695074915885925,0.002
121,0.0754125565290451,0.002
122,0.07205478847026825,0.002
123,0.07833649218082428,0.002
124,0.0803539976477623,0.002
125,0.07731331884860992,0.002
126,0.07920949161052704,0.002
127,0.07046087086200714,0.002
128,0.07304359972476959,0.002
129,0.06593933701515198,0.002
130,0.08170939981937408,0.002
131,0.08406582474708557,0.002
132,0.0873376801609993,0.002
133,0.07535061240196228,0.002
134,0.07987222075462341,0.002
135,0.07782934606075287,0.002
136,0.07076665759086609,0.002
137,0.07561688870191574,0.002
138,0.07385711371898651,0.002
139,0.07940877974033356,0.002
140,0.07290329039096832,0.002
141,0.0739179402589798,0.002
142,0.09647762030363083,0.002
143,0.07678219676017761,0.002
144,0.08151669800281525,0.002
145,0.0725087895989418,0.002
146,0.08052828907966614,0.002
147,0.07629749178886414,0.002
148,0.069746233522892,0.002
149,0.06912510097026825,0.002
150,0.06774464249610901,0.002
151,0.06709560006856918,0.002
152,0.07790685445070267,0.002
153,0.09215463697910309,0.002
154,0.07303297519683838,0.002
155,0.062206871807575226,0.002
156,0.07696279883384705,0.002
157,0.07872025668621063,0.002
158,0.06680910289287567,0.002
159,0.06817552447319031,0.002
160,0.06355436146259308,0.002
161,0.06678575277328491,0.002
162,0.06770406663417816,0.002
163,0.0756184309720993,0.002
164,0.07136206328868866,0.002
165,0.07588694989681244,0.002
166,0.06429366767406464,0.002
167,0.07076845318078995,0.002
168,0.06800448149442673,0.002
169,0.07203323394060135,0.002
170,0.06971119344234467,0.002
171,0.06225654110312462,0.002
172,0.06727688014507294,0.002
173,0.056717317551374435,0.002
174,0.05892196297645569,0.002
175,0.06957333534955978,0.002
176,0.06186045706272125,0.002
177,0.08194023370742798,0.002
178,0.07101587951183319,0.002
179,0.07201531529426575,0.002
180,0.07594213634729385,0.002
181,0.06935248523950577,0.002
182,0.06575444340705872,0.002
183,0.05779167264699936,0.002
184,0.05480126291513443,0.002
185,0.07098165154457092,0.002
186,0.07435299456119537,0.002
187,0.055505894124507904,0.002
188,0.07095784693956375,0.002
189,0.06590208411216736,0.002
190,0.05982493981719017,0.002
191,0.06539865583181381,0.002
192,0.06247752159833908,0.002
193,0.06258048862218857,0.002
194,0.0553339384496212,0.002
195,0.05757662653923035,0.002
196,0.05318870395421982,0.002
197,0.054773617535829544,0.002
198,0.05789758265018463,0.002
199,0.05538275092840195,0.002
200,0.07047748565673828,0.002
201,0.06934277713298798,0.002
202,0.06999675929546356,0.002
203,0.04895935580134392,0.002
204,0.057207413017749786,0.002
205,0.06381501257419586,0.002
206,0.06117686629295349,0.002
207,0.059751443564891815,0.002
208,0.06273104250431061,0.002
209,0.05646900087594986,0.002
210,0.05715424567461014,0.002
211,0.07484032958745956,0.002
212,0.052321940660476685,0.002
213,0.05834420025348663,0.002
214,0.0561501570045948,0.002
215,0.06896722316741943,0.002
216,0.06559909880161285,0.002
217,0.05932333320379257,0.002
218,0.05239017307758331,0.002
219,0.08438563346862793,0.002
220,0.0629207044839859,0.002
221,0.05137365683913231,0.002
222,0.05177166312932968,0.002
223,0.06007058173418045,0.002
224,0.06344928592443466,0.002
225,0.06274096667766571,0.002
226,0.06780411303043365,0.002
227,0.06893016397953033,0.002
228,0.058871231973171234,0.002
229,0.07525119185447693,0.002
230,0.07444874942302704,0.002
231,0.06199606508016586,0.002
232,0.08304854482412338,0.002
233,0.05770883709192276,0.002
234,0.0521913580596447,0.002
235,0.06681016087532043,0.002
236,0.052684977650642395,0.002
237,0.05293523892760277,0.002
238,0.055436599999666214,0.002
239,0.06293660402297974,0.002
240,0.07653817534446716,0.002
241,0.054861970245838165,0.002
242,0.05443296954035759,0.002
243,0.06701869517564774,0.002
244,0.06228949874639511,0.002
245,0.06038142740726471,0.002
246,0.05243023484945297,0.002
247,0.05350382998585701,0.002
248,0.07078123092651367,0.002
249,0.06310847401618958,0.002
250,0.07814286649227142,0.002
251,0.05483674630522728,0.002
252,0.06618360430002213,0.002
253,0.06511124223470688,0.002
254,0.07495880126953125,0.002
255,0.06456256657838821,0.002
256,0.06576450169086456,0.002
257,0.05192921310663223,0.002
258,0.05894523113965988,0.002
259,0.06249372288584709,0.002
260,0.0630088597536087,0.002
261,0.05285893380641937,0.002
262,0.05913225933909416,0.002
263,0.07152387499809265,0.002
264,0.054646238684654236,0.002
265,0.06712626665830612,0.002
266,0.05469885841012001,0.002
267,0.05877889692783356,0.002
268,0.05861595273017883,0.002
269,0.05145728960633278,0.002
270,0.05486694723367691,0.002
271,0.059030935168266296,0.002
272,0.05544685572385788,0.002
273,0.06620776653289795,0.002
274,0.05622728914022446,0.002
275,0.048181138932704926,0.002
276,0.05910933390259743,0.002
277,0.047814592719078064,0.002
278,0.05353870242834091,0.002
279,0.058747798204422,0.002
280,0.06416618824005127,0.002
281,0.04755297303199768,0.002
282,0.05249388515949249,0.002
283,0.06759431213140488,0.002
284,0.05509430170059204,0.002
285,0.057205237448215485,0.002
286,0.050581734627485275,0.002
287,0.057696934789419174,0.002
288,0.05044690892100334,0.002
289,0.064078189432621,0.002
290,0.0683787614107132,0.002
291,0.04888252913951874,0.002
292,0.047065041959285736,0.002
293,0.05239609256386757,0.002
294,0.06185838580131531,0.002
295,0.06169259175658226,0.002
296,0.04860405623912811,0.002
297,0.056658633053302765,0.002
298,0.06005718559026718,0.002
299,0.058387164026498795,0.002
300,0.05591719597578049,0.002
301,0.05336112529039383,0.002
302,0.051724642515182495,0.002
303,0.05318339914083481,0.002
304,0.06065145879983902,0.002
305,0.05343978852033615,0.002
306,0.0508396290242672,0.002
307,0.05974416062235832,0.002
308,0.055486783385276794,0.002
309,0.053247593343257904,0.002
310,0.05539272725582123,0.002
311,0.05215948075056076,0.002
312,0.060110416263341904,0.002
313,0.05216676741838455,0.002
314,0.055877260863780975,0.002
315,0.048614706844091415,0.002
316,0.05269541218876839,0.002
317,0.058802030980587006,0.002
318,0.05542948096990585,0.002
319,0.05045221745967865,0.002
