step,loss,learning_rate
1,0.07440904527902603,0.002
2,0.07188855856657028,0.002
3,0.0681551992893219,0.002
4,0.0582762211561203,0.002
5,0.0814649909734726,0.002
6,0.06626656651496887,0.002
7,0.05403018742799759,0.002
8,0.04387437552213669,0.002
9,0.04233340173959732,0.002
10,0.04158231243491173,0.002
11,0.04499726742506027,0.002
12,0.08388571441173553,0.002
13,0.04767797887325287,0.002
14,0.04851705580949783,0.002
15,0.04204031452536583,0.002
16,0.040109843015670776,0.002
17,0.14418917894363403,0.002
18,0.10922510921955109,0.002
19,0.1259661465883255,0.002
20,0.07060325145721436,0.002
21,0.03704715520143509,0.002
22,0.10720016062259674,0.002
23,0.06746689975261688,0.002
24,0.0645231083035469,0.002
25,0.053012020885944366,0.002
26,0.05963272601366043,0.002
27,0.04856997728347778,0.002
28,0.05247850343585014,0.002
29,0.03924550116062164,0.002
30,0.125996932387352,0.002
31,0.07099160552024841,0.002
32,0.08387234061956406,0.002
33,0.0558958500623703,0.002
34,0.05385993793606758,0.002
35,0.05178731679916382,0.002
36,0.06739865243434906,0.002
37,0.050232402980327606,0.002
38,0.054377276450395584,0.002
39,0.054021455347537994,0.002
40,0.0530569888651371,0.002
41,0.05443120747804642,0.002
42,0.048539236187934875,0.002
43,0.05643031746149063,0.002
44,0.04701131582260132,0.002
45,0.06757435947656631,0.002
46,0.05294450744986534,0.002
47,0.05068349465727806,0.002
48,0.0506461076438427,0.002
49,0.05836956948041916,0.002
50,0.07205376029014587,0.002
51,0.051941756159067154,0.002
52,0.05358590930700302,0.002
53,0.059273846447467804,0.002
54,0.05240248516201973,0.002
55,0.05747037008404732,0.002
56,0.0529242679476738,0.002
57,0.05372191220521927,0.002
58,0.05175422132015228,0.002
59,0.06641674786806107,0.002
60,0.05033791810274124,0.002
61,0.05117642134428024,0.002
62,0.06949616223573685,0.002
63,0.05584220588207245,0.002
64,0.06578624993562698,0.002
65,0.052965156733989716,0.002
66,0.05859528109431267,0.002
67,0.05095899850130081,0.002
68,0.0553799532353878,0.002
69,0.05293697118759155,0.002
70,0.058565009385347366,0.002
71,0.06072850525379181,0.002
72,0.05904235690832138,0.002
73,0.052000291645526886,0.002
74,0.056013330817222595,0.002
75,0.06189428269863129,0.002
76,0.05460377037525177,0.002
77,0.05497804284095764,0.002
78,0.05672336369752884,0.002
79,0.05514569580554962,0.002
80,0.05273936316370964,0.002
81,0.049840424209833145,0.002
82,0.06381647288799286,0.002
83,0.09305740892887115,0.002
84,0.09303383529186249,0.002
85,0.0483098104596138,0.002
86,0.05666346102952957,0.002
87,0.054293762892484665,0.002
88,0.05619927495718002,0.002
89,0.0561625100672245,0.002
90,0.05511291325092316,0.002
91,0.05735950917005539,0.002
92,0.05976572632789612,0.002
93,0.05914822220802307,0.002
94,0.05310458689928055,0.002
95,0.06162583827972412,0.002
96,0.08636665344238281,0.002
97,0.08636771142482758,0.002
98,0.04852632060647011,0.002
99,0.06721813976764679,0.002
100,0.12276491522789001,0.002
101,0.05073041468858719,0.002
102,0.05117098242044449,0.002
103,0.05951564013957977,0.002
104,0.0638776421546936,0.002
105,0.05294547975063324,0.002
106,0.05477751046419144,0.002
107,0.05135880038142204,0.002
108,0.07748855650424957,0.002
109,0.05069776624441147,0.002
110,0.05811645835638046,0.002
111,0.06662088632583618,0.002
112,0.05827213078737259,0.002
113,0.05212763696908951,0.002
114,0.05491151660680771,0.002
115,0.05415739119052887,0.002
116,0.05445314571261406,0.002
117,0.05543927103281021,0.002
118,0.05488035827875137,0.002
119,0.05118151381611824,0.002
120,0.0509612001478672,0.002
121,0.05566791445016861,0.002
122,0.057276174426078796,0.002
123,0.05343659222126007,0.002
124,0.052683331072330475,0.002
125,0.051167868077754974,0.002
126,0.05136686563491821,0.002
127,0.055280156433582306,0.002
128,0.05083254352211952,0.002
129,0.05223146453499794,0.002
130,0.09203116595745087,0.002
131,0.046480730175971985,0.002
132,0.04779302701354027,0.002
133,0.03998420387506485,0.002
134,0.05647812783718109,0.002
135,0.04460767284035683,0.002
136,0.04320351779460907,0.002
137,0.046374812722206116,0.002
138,0.046172015368938446,0.002
139,0.04899153858423233,0.002
140,0.040702179074287415,0.002
141,0.04381359741091728,0.002
142,0.039857808500528336,0.002
143,0.055334992706775665,0.002
144,0.04269948601722717,0.002
145,0.04201430454850197,0.002
146,0.045577868819236755,0.002
147,0.03966459631919861,0.002
148,0.039767853915691376,0.002
149,0.052078381180763245,0.002
150,0.040471408516168594,0.002
151,0.04298897087574005,0.002
152,0.051035940647125244,0.002
153,0.05257820338010788,0.002
154,0.04318545386195183,0.002
155,0.0448034405708313,0.002
156,0.04564035311341286,0.002
157,0.0440770648419857,0.002
158,0.043609779328107834,0.002
159,0.03876808285713196,0.002
160,0.04392044618725777,0.002
161,0.04293814301490784,0.002
162,0.03717859461903572,0.002
163,0.04380464926362038,0.002
164,0.07335346192121506,0.002
165,0.05008117854595184,0.002
166,0.04299790784716606,0.002
167,0.04752662405371666,0.002
168,0.04962794482707977,0.002
169,0.04733038321137428,0.002
170,0.046445950865745544,0.002
171,0.04584179073572159,0.002
172,0.04603547602891922,0.002
173,0.03860919922590256,0.002
174,0.04156655818223953,0.002
175,0.05325578153133392,0.002
176,0.03891369700431824,0.002
