step,loss,learning_rate
1,0.04078280180692673,0.002
2,0.038237929344177246,0.002
3,0.036135539412498474,0.002
4,0.03955887258052826,0.002
5,0.08170264959335327,0.002
6,0.058539532124996185,0.002
7,0.03846848011016846,0.002
8,0.031048934906721115,0.002
9,0.029938746243715286,0.002
10,0.02332332357764244,0.002
11,0.024213189259171486,0.002
12,0.04325387254357338,0.002
13,0.03075515851378441,0.002
14,0.02988383173942566,0.002
15,0.030217960476875305,0.002
16,0.02753746695816517,0.002
17,0.041432496160268784,0.002
18,0.04797762259840965,0.002
19,0.04276657849550247,0.002
20,0.02813941240310669,0.002
21,0.02754337713122368,0.002
22,0.03225860372185707,0.002
23,0.028791580349206924,0.002
24,0.030489183962345123,0.002
25,0.030854802578687668,0.002
26,0.030467845499515533,0.002
27,0.03211664408445358,0.002
28,0.03234967589378357,0.002
29,0.030066778883337975,0.002
30,0.03161145746707916,0.002
31,0.030848277732729912,0.002
32,0.03210839629173279,0.002
33,0.032961804419755936,0.002
34,0.029632844030857086,0.002
35,0.032352738082408905,0.002
36,0.03993678092956543,0.002
37,0.03217719495296478,0.002
38,0.0282973013818264,0.002
39,0.03065028041601181,0.002
40,0.027701782062649727,0.002
41,0.03050125204026699,0.002
42,0.028234295547008514,0.002
43,0.03062918595969677,0.002
44,0.02585436776280403,0.002
45,0.032194990664720535,0.002
46,0.024875357747077942,0.002
47,0.027845041826367378,0.002
48,0.02986394613981247,0.002
49,0.03271731361746788,0.002
50,0.031162038445472717,0.002
51,0.028977926820516586,0.002
52,0.02940540760755539,0.002
53,0.029793260619044304,0.002
54,0.02745646983385086,0.002
55,0.03462102264165878,0.002
56,0.03687001019716263,0.002
57,0.028617747128009796,0.002
58,0.0320483073592186,0.002
59,0.030081773176789284,0.002
60,0.029908904805779457,0.002
61,0.02800934389233589,0.002
62,0.030766621232032776,0.002
63,0.03095213696360588,0.002
64,0.03546345978975296,0.002
65,0.03149469569325447,0.002
66,0.03028513491153717,0.002
67,0.02805635891854763,0.002
68,0.028863564133644104,0.002
69,0.025758568197488785,0.002
70,0.03232019394636154,0.002
71,0.035249996930360794,0.002
72,0.03302260860800743,0.002
73,0.024726826697587967,0.002
74,0.035261016339063644,0.002
75,0.030196186155080795,0.002
76,0.031230153515934944,0.002
77,0.028078505769371986,0.002
78,0.02803669683635235,0.002
79,0.02708001434803009,0.002
