step,loss,learning_rate
1,0.15616928040981293,0.002
2,0.15267549455165863,0.002
3,0.1476638913154602,0.002
4,0.1426212340593338,0.002
5,0.21069443225860596,0.002
6,0.14704719185829163,0.002
7,0.1090453565120697,0.002
8,0.09198556840419769,0.002
9,0.07989861816167831,0.002
10,0.08959629386663437,0.002
11,0.10101683437824249,0.002
12,0.0922817811369896,0.002
13,0.08266200870275497,0.002
14,0.07689309120178223,0.002
15,0.05132383853197098,0.002
16,0.053125422447919846,0.002
17,0.32283979654312134,0.002
18,0.11778809130191803,0.002
19,0.0969085693359375,0.002
20,0.09105798602104187,0.002
21,0.05954880267381668,0.002
22,0.11757789552211761,0.002
23,0.09178393334150314,0.002
24,0.1017882376909256,0.002
25,0.09943518042564392,0.002
26,0.10200434923171997,0.002
27,0.0816555917263031,0.002
28,0.08878157287836075,0.002
29,0.07782512903213501,0.002
30,0.10117560625076294,0.002
31,0.09404957294464111,0.002
32,0.10546192526817322,0.002
33,0.10008913278579712,0.002
34,0.0961843878030777,0.002
35,0.11339308321475983,0.002
36,0.12419772893190384,0.002
37,0.09497623890638351,0.002
38,0.08208639174699783,0.002
39,0.0953383594751358,0.002
40,0.08211895078420639,0.002
41,0.07930615544319153,0.002
42,0.06649763137102127,0.002
43,0.08840411901473999,0.002
44,0.08798453956842422,0.002
45,0.11947853863239288,0.002
46,0.0857621282339096,0.002
47,0.08143006265163422,0.002
48,0.08424700051546097,0.002
49,0.11273370683193207,0.002
50,0.12124212086200714,0.002
51,0.0974951833486557,0.002
52,0.08460410684347153,0.002
53,0.10791748762130737,0.002
54,0.08995746076107025,0.002
55,0.1188063696026802,0.002
56,0.08512312918901443,0.002
57,0.07994208484888077,0.002
58,0.0901174321770668,0.002
59,0.11152803152799606,0.002
60,0.08790047466754913,0.002
61,0.09870506823062897,0.002
62,0.17706260085105896,0.002
63,0.09020044654607773,0.002
64,0.1521347463130951,0.002
65,0.08302417397499084,0.002
66,0.09023291617631912,0.002
67,0.15476872026920319,0.002
68,0.11091065406799316,0.002
69,0.09270860254764557,0.002
70,0.11432488262653351,0.002
71,0.09011469781398773,0.002
72,0.08969640731811523,0.002
73,0.09248560667037964,0.002
74,0.10500812530517578,0.002
75,0.11631536483764648,0.002
76,0.10079501569271088,0.002
77,0.1036921888589859,0.002
78,0.10811816155910492,0.002
79,0.11718910932540894,0.002
80,0.09668269753456116,0.002
81,0.09954625368118286,0.002
82,0.1014058068394661,0.002
83,0.11092831194400787,0.002
84,0.11529720574617386,0.002
85,0.09829549491405487,0.002
86,0.10167928785085678,0.002
87,0.10534077882766724,0.002
88,0.10074464976787567,0.002
89,0.10594837367534637,0.002
90,0.10396704077720642,0.002
91,0.10602511465549469,0.002
92,0.1085955947637558,0.002
93,0.10699884593486786,0.002
94,0.10275804996490479,0.002
95,0.10821623355150223,0.002
96,0.10053141415119171,0.002
97,0.1078127920627594,0.002
98,0.10034193098545074,0.002
99,0.09553758800029755,0.002
100,0.12425494194030762,0.002
101,0.09901747852563858,0.002
102,0.09498245269060135,0.002
103,0.0934821367263794,0.002
104,0.14034518599510193,0.002
105,0.12516194581985474,0.002
106,0.08915190398693085,0.002
107,0.12468618154525757,0.002
108,0.12875241041183472,0.002
109,0.08858585357666016,0.002
110,0.10180795192718506,0.002
111,0.12077240645885468,0.002
112,0.12610980868339539,0.002
113,0.10174231231212616,0.002
114,0.10026270151138306,0.002
115,0.10361091792583466,0.002
116,0.11065952479839325,0.002
117,0.10048016160726547,0.002
118,0.09770511090755463,0.002
119,0.10437903553247452,0.002
120,0.10426947474479675,0.002
121,0.11278030276298523,0.002
122,0.09907867759466171,0.002
123,0.10396277904510498,0.002
124,0.1158943697810173,0.002
125,0.09961108863353729,0.002
126,0.10893888026475906,0.002
127,0.10456747561693192,0.002
128,0.10198511183261871,0.002
129,0.0993044525384903,0.002
130,0.12316833436489105,0.002
131,0.11684173345565796,0.002
132,0.12008730322122574,0.002
133,0.10431184619665146,0.002
134,0.10535378754138947,0.002
135,0.12145601212978363,0.002
136,0.09741570055484772,0.002
137,0.10573291778564453,0.002
138,0.10396231710910797,0.002
139,0.1115412563085556,0.002
140,0.10771515220403671,0.002
141,0.0942138284444809,0.002
142,0.09158605337142944,0.002
143,0.1035611480474472,0.002
144,0.098136305809021,0.002
145,0.0983906239271164,0.002
146,0.10711637139320374,0.002
147,0.09435412287712097,0.002
148,0.08956771343946457,0.002
149,0.1277974247932434,0.002
150,0.105443075299263,0.002
151,0.11469151079654694,0.002
152,0.10489220917224884,0.002
153,0.11745657026767731,0.002
154,0.10555723309516907,0.002
155,0.09712513536214828,0.002
156,0.11303739249706268,0.002
157,0.09699495136737823,0.002
158,0.11035865545272827,0.002
159,0.09013539552688599,0.002
160,0.14775057137012482,0.002
161,0.10694803297519684,0.002
162,0.10095193982124329,0.002
163,0.10622315108776093,0.002
164,0.10551919043064117,0.002
165,0.10720161348581314,0.002
166,0.09546244144439697,0.002
167,0.09287790209054947,0.002
168,0.10567155480384827,0.002
169,0.11733170598745346,0.002
170,0.09167803823947906,0.002
171,0.10006438195705414,0.002
172,0.09347538650035858,0.002
173,0.08203106373548508,0.002
174,0.08938008546829224,0.002
175,0.10277840495109558,0.002
176,0.0847444161772728,0.002
177,0.07935868948698044,0.002
178,0.08689015358686447,0.002
179,0.09067421406507492,0.002
180,0.09198613464832306,0.002
181,0.0942210853099823,0.002
182,0.08244490623474121,0.002
183,0.08309577405452728,0.002
184,0.07067100703716278,0.002
185,0.08394719660282135,0.002
186,0.09145144373178482,0.002
187,0.06089644506573677,0.002
188,0.07180798053741455,0.002
189,0.09845010936260223,0.002
190,0.0836675688624382,0.002
191,0.10044506192207336,0.002
192,0.0972534790635109,0.002
193,0.09041038155555725,0.002
194,0.08833717554807663,0.002
195,0.09170210361480713,0.002
196,0.07818099111318588,0.002
197,0.10263241082429886,0.002
198,0.06537828594446182,0.002
199,0.06781133264303207,0.002
200,0.10652542859315872,0.002
201,0.09803029894828796,0.002
202,0.07774606347084045,0.002
203,0.08250021934509277,0.002
204,0.0931166559457779,0.002
205,0.0931936502456665,0.002
206,0.09935860335826874,0.002
207,0.09443832188844681,0.002
208,0.07920851558446884,0.002
209,0.08506876975297928,0.002
210,0.08037947118282318,0.002
211,0.10190625488758087,0.002
212,0.08400864154100418,0.002
213,0.08423206210136414,0.002
214,0.07744838297367096,0.002
215,0.0920165628194809,0.002
216,0.09274351596832275,0.002
217,0.0872666984796524,0.002
218,0.07379211485385895,0.002
219,0.12910854816436768,0.002
220,0.12432199716567993,0.002
221,0.11788805574178696,0.002
222,0.09071871638298035,0.002
223,0.08463156223297119,0.002
224,0.07965733855962753,0.002
225,0.09791161119937897,0.002
226,0.08487486839294434,0.002
227,0.0860474556684494,0.002
228,0.08066132664680481,0.002
229,0.08277218788862228,0.002
230,0.07832564413547516,0.002
231,0.08309219777584076,0.002
232,0.11997663974761963,0.002
233,0.08325578272342682,0.002
234,0.09446075558662415,0.002
235,0.09089130163192749,0.002
236,0.11907583475112915,0.002
237,0.08951959013938904,0.002
238,0.07950370758771896,0.002
239,0.0844113826751709,0.002
240,0.08418292552232742,0.002
241,0.08832624554634094,0.002
242,0.07993575930595398,0.002
243,0.1440492868423462,0.002
244,0.09084344655275345,0.002
245,0.09865465015172958,0.002
246,0.09063078463077545,0.002
247,0.09283538907766342,0.002
248,0.0925774872303009,0.002
249,0.08217030018568039,0.002
250,0.1085699275135994,0.002
251,0.09013602882623672,0.002
252,0.0897824615240097,0.002
253,0.08208851516246796,0.002
254,0.08525000512599945,0.002
255,0.09536883234977722,0.002
256,0.12540647387504578,0.002
257,0.09421942383050919,0.002
258,0.09585826098918915,0.002
259,0.0872599184513092,0.002
260,0.09741294384002686,0.002
261,0.08235709369182587,0.002
262,0.08364330232143402,0.002
263,0.09508128464221954,0.002
264,0.08992745727300644,0.002
265,0.08902137726545334,0.002
266,0.08672984689474106,0.002
267,0.09168900549411774,0.002
268,0.07649785280227661,0.002
269,0.07964415103197098,0.002
270,0.08686012774705887,0.002
271,0.09814158827066422,0.002
272,0.09677750617265701,0.002
273,0.0827041044831276,0.002
274,0.1056177094578743,0.002
275,0.08273983746767044,0.002
276,0.10016322880983353,0.002
277,0.08935660123825073,0.002
278,0.09208165109157562,0.002
279,0.09875036776065826,0.002
280,0.09259627759456635,0.002
281,0.08916767686605453,0.002
282,0.08569851517677307,0.002
283,0.09424284100532532,0.002
284,0.0922936275601387,0.002
285,0.08045332133769989,0.002
286,0.08068156242370605,0.002
287,0.08799435198307037,0.002
288,0.07296423614025116,0.002
289,0.08430856466293335,0.002
290,0.09126566350460052,0.002
291,0.07333308458328247,0.002
292,0.09444138407707214,0.002
293,0.10130373388528824,0.002
294,0.09175272285938263,0.002
295,0.0872296690940857,0.002
296,0.08868104219436646,0.002
297,0.09081465005874634,0.002
298,0.07676980644464493,0.002
299,0.08526525646448135,0.002
300,0.07270538806915283,0.002
